,text
786,이틀 연속 따분하게 보내면 우울증 오죠^^ 그래서 막걸리^^ㅋㅋㅋ 막걸리는 정말 보약이에요^^ 막걸리 중독^^ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
787,스트레스성 두통 존나 빡치고요 진통제 달고 살고요 얘가 학생인지 우울증 환잔지
788,"@NEIRvanishrinne
 님에게 보내는 답글"
789,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
790,결국 예능 섭외가 확정 되어버림! 근데 여기서 온라온이 간과한게 하나 있음. 그 예능을 나가기 전에 무수히 많은 음방과 스케줄을 소화해야 한다는 것... 온라온은 지가 최상의 컨디션이 못 될 거라는 걸 생각하지 못한 거야 근데 거기다 슬슬 우울증도 다시 몰려오고 해서 체력 딸려도 입 꾹 닫겠지
791,"@Bonnie25255
 님에게 보내는 답글"
792,"그런게 안 어울리는 이미지라는거 잖아요ㅜ 표지만 보고 낯가렸는데 읽다보니 내가 좋아하는 이미지로 충분히 생각되어서 좋았고, 그리고 성격이 진짜 9년간 차곡차곡 적립된 자낮이라
 넘 좋아...
 초중반의 수가 정말 우울증+자낮+번아웃증후군까지 골고루 다 가지고 있어서 자낮수 좋아하면"
793,일단은 가능합니다
794,예전엔 눕고 싶으면 그냥 누웠는데 우울증 겪은 후론 너무 많이 누워있으면 우울증일까봐 자제한다는 점
795,"@myammaaaaa
 님에게 보내는 답글"
796,"정병원후기:섭장의 근원을찾음
우울증이 예전부터 너무심해서 그게 여러갈래로 진화한거임..
걍 엄마한테의사쌤이 쓔가 우울증이심각해요어머님 이랬대...
약 새로받아옴"
797,하이큐때 진짜 조아햇던 존잘선생님 있는데 ........ 어쩌다 블로그 이웃이 됏엇는대 ... 난 그때 너무 어려서 ... 내생각엔 그때 우울증도 심했던거갓고. . . 그래서 사적인 일로 포스팅한거에 그분이 위로해주셧던거가... 너무 쪽팔려서 이분 책 볼때마다 생각남
798,요즘 우울증이 좀 나아졌어요 여러분 덕분입니다 히히
799,예전엔 이런 생각 안했엇는데 그런 생각을 할 시기가 된 건지 아니면 우울증이 와서 그런건지
800,여러분 혹시 기숙사 사시는 분중에 인생에 힘들면 질풍가도를 틀고 부르던가 아니면 내 왼쪽 발을 들고 여보세요? 하고 받고 오른쪽 발을 들어 네 받았습니다!!르르 개 다급하게하세용 우울증 퇴치
801,우울증이 있을 때는 가장 우울하게 만드는 건 여전히 살아가야 한다는 것 같다 살아야 한다는 사실이 숨을 옥죄는 것 같다고 느낀 적이 많다
802,입점취소 사유라고 아이디어스에서는 공지하고 있지만 빼지 않고있고 이거 언론타면 아이디어스 고객 빠질듯
803,우울증 겪었거나 겪고있는 사람이라면 누구나 공감할 가사 아닐까?
804,"걱정아님 동정임
우울증같으니까상담받고와용~;
걍지멋대로판단하는거임
먼영상을올리던다 우울증가타용ㅠㅠ!!
이러는게더스트레스받고정신병걸릴듯
진짜걱정이엿으면 우울증이니까병원가요
이러진않음"
805,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
806,"미사야「괜찮아? 라고 물어보면 우울증이 감소한다더라.」
랜서「오, 진짜냐? 그럼 나한테 좀 해줘봐.」
미사야「랜서, 못생긴 건 좀 괜찮아?」
랜서「(랜무룩)」"
807,야루키가 없다못해 좀 그래서 우울증인가했는데 생리직전이야 아니면 뭐야 갑자기 어떤거에 밥솥처럼 서서히 화가나다못해 지금 매우 빡친상태임 ㅆㅂ 뒤끝없는데 이건 좀 뒤끝생길만함
808,"보통사람처럼 살면 안 되냐는 말 너무 상처다!ㅎㅎ
그래서 우울증이고 그래서 약을 먹는 건데요,,,"
809,엄마한테 말하면 네가 아무것도 안하고 놀기만 해서 우울증 온거라고 할거고 애비는 시발
810,나는 우울증 절대 안걸려! 라고 생각했는데 와이렇게 쳐지는지 모르겠다요... 밝게 있으려 해도 잘안되서 더 우울해지는 거 같아여... 진짜 우울트도 싫어할까봐서 쓰기 싫은데 그냥 막 지르고 걱정하는 거도 너무 많은데 주변 사람한테 말하기도 무섭고 그냥 우주의 먼지가 되고싶다요..
811,"전 국민을 우울증, 분노조절 장애를 앓도록 만든 장본인은 바로 서민 같은 것인데."
812,"@PPamwhore
 님에게 보내는 답글"
813,"@PPamwhore
 님에게 보내는 답글"
814,"Не успела я получить диплом, как устраиваюсь по профессии.
Лаборант по физико-механическим испытаниям
Ауе
#работа"
815,"운동이랑 비타민 같은 보조제가 낮에 더 잠들지 않고 생활을 유지하게 해준다는게 신기하다.

예전에 계속 졸던 이유가 

밤 늦게 자고 + 인스턴트 위주 + 살이 급격하게 찜 + 우울증 등

여러 복합적인 이유였는데 지금은 둘 다 병행하고 나니 싹 사라짐...

신기하네."
816,В свои 19 лет все еще девственница. Чувствую себя прекрасно и не хочу ни с кем трахаться. Плевать что это странно. У этого ведь даже свои плюсы есть - у генекологов или на узи к примеру))0
817,"@PTSD_patient_
 님에게 보내는 답글"
818,우울증걸리갰다~~
819,"@LIBERATION_KANG
 님에게 보내는 답글"
820,"@Artemis_T_
 님에게 보내는 답글"
821,너무........아무것도하기싫다 우울증 재발한거같아
822,"이렇게되면 曹國은 X됐다 서민敎授등 시민1천618명이 曹國의 불법행위로 정신적 피해봤다며,1인당 1백만원씩 16억1천8백만원의 손배소를 法院에 제출했다.아빠찬스를 이용해 醫大에 입학하고 장학금까지 받은걸보며,자식한테 미안하고 허탈한 마음에 우울증까지 걸렸다고,小시민을 가붕게로 여긴것이냐"
823,나 불안장애랑 우울증 오게해놓고 사회에 나가서는 보란듯이 잘먹고 잘사는 애들 지금 생각해보면 너무 한심하다! 그냥 나는 나만 위하면서 살아야지 나만 신경쓰고 살아야지 남이 나를 어떻게 생각하든 나만 행복하고 나만 좋으면 됐지!! 앞으로 그렇게 사는거야 한번 사는거 나도 후회없이 살자!!!
824,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
825,"확실하게 느꼈음 우울증임
4달 전까지만해도 미래가 그려졌는데 지금은 그려지지도 않음"
826,택배박스 며칠씩 안 뜯고 쓰레기 정리 안하고 계속 놔두는 것도 우울증 증상이라는 거 보고 엥 그런가 그냥 귀찮은 거 아닌가 생각했는데 그럴 수도 있겠단 생각이 들었다. 요즘 일있어도 사람들한테 연락하는거 너무 귀찮고 연락온 것도 한참 뒤에 보고 그럴 때가 많은데 비슷한 맥락일 수도.
827,진자힘들다 우울증을 이기기위해서 노력하라는 말을 오늘도 들었다. 긍정적인 생각을 하란다. 활동적으로 움직이란다... 아 ㅅㅂ
828,모친 살해한 비정한 40대아들 이면 되는데 승진못해 우울증 웅앵웅은 왜 붙이는거야? 가해자 편드는거야?
829,심장을 누가 쥐고 안터질만큼만 힘을 주는것같다(아 저기 그거 우울증 아니라 비만 합병증이신것같은데요)
830,한창 우울증 심햇을때 아무도없이 계정만 딸랑잇어서 아무도 서치 못하게 그리스어? 인가 그런걸로 닉해놓고 혼자 심연 적엇던 적 잇는디 계정일시정지 어케 푸는 줄 몰라서 결국 계삭됨
831,"@sii_h46u
 님과 
@yume8x8
 님에게 보내는 답글"
832,"@yume8x8
 님에게 보내는 답글"
833,그냥 헬직장에서 헬상사랑 일하느라 슈퍼유능맨이 됐을뿐인가...그래서 우울증인거야?(ㅠㅠ 근데 그렇다기엔 그는 해리를 너무 사랑하고있어
834,"@kmssung5
 님과 
@0YbKN16jmDwzPHA
 님에게 보내는 답글"
835,나 요즘 존나 집안일하는 장항준 돼서…. 엄마 자꾸 교회 모임 때문에 나가면서 집안일 부탁하면 나는 집에서 뒹굴뒹굴 아무것도 안하는 백수니까 집안일 내가 다 해야하는 거지?!? 하다가 혼자 울컥하고 난리남…. 근데 이제 제어가 안 됨…. 걍 대학생우울증 증세 같다
836,"@tilda_tilda
 님에게 보내는 답글"
837,어제부터 삶이 의미없고 계속 다운되길래 나 무슨 우울증이라도 생겼나했는데. 갑자기 생리하네っ ̫ -⸝⸝˘ 전혀 날짜도 아니라 예상못해써. 암튼 그냥 pms였그나⺣̤̬५
838,"그냥 죽으면 편하지 않을까?
근데 뭐, 시도를 안 해본 것도 아니고
죽지 못하니까.. 너무 답답하니까 센터도 다니는 거지만..
정신과, 스트레스 한의원 침치료까지 다녔다. 마지막 상담 센터도 내 우울증 퇴치 못하면 그땐 정말 절망적일 거 같다. 가끔은 내가 귀신에 씌인 거 같다."
839,"나랑 이제 길어도 10년 정도인데 얘네들이 떠나면 어떡하지 나 잘 살 수 있을까 싶을정도로 갑자기 몰아쳤다 
특히 초코는 내가 우울증으로 고생할 때 와준 애라 없으면 안되는데"
840,전처럼 숨넘어가고 이성잃고 그런 건 좀 덜한데 계속 잔잔한 우울증 무기력증
841,우울증 자가진단 테스트 결과 60점 자세히 보기
842,"니들 우울증, 탈모, 분노조절장애 등 의사 진단서는 떼올거지? 그거 못받으면 허위 소송으로 역고소 감이거든 ㅋㅋㅋ"
843,"Black Dog

서동재를 아는 사람들한테 서동재한테 우울증이 있을까라고 물어보면 10의 10명은 아니라고 대답한다.
하지만 그것은 그들이 서동재를 제대로 모르기 때문에 하는 말이다. 서동재는 어릴 때부터 우울증이 있던 사람이지만 본인은 그것을 겉으로 내보내지 않는다."
844,"#우울계_트친소
#우울계
 08년생 입니다.
 친구없이 혼자 놀고다니는 저랑 친구해줘요.
 성별이랑 나이 상관없이 받고 무멘팔로 찾아갈께요. 
 우울증
 가끔 그림도 그려요 ;)
 오타쿠"
845,멘탈이 약하니까 우울증같은거나 걸리지.
846,맞아 냄새 못맡으면 우울증 걸릴 것 같아... 요즘 내가 그럼 코로나 때문에 밖 공기 냄새를 못맡아
847,"우울증약 먹으면 참 좋은게
꾸준히 먹다보면 아무생각 안들게 해줌 기쁜것도 없고 슬픈것도 없고 좋더라"
848,"우울증 -> 조울증 데단해 
웃을수가없음
당연함
내얘ㅇ기임"
849,"""조국 딸이 문과에서 쉽게 '아빠 찬스'로 의학전문대학원에 진학해 1점대 학점으로 장학금 받는 사태를 보며 자식에게 미안하고 허탈한 마음에 신경증·우울증 약까지 먹는다"""
850,"우울증이 무서운 건, 밖에서는 하하 호호 깔깔깔 웃다가 들어와서 집에 있으면 갑자기 금세 우울에 빠져 자살사고로 이어진다는 점이다.

환경에 따라, 시간에 따라 순식간에 변하는 내 사고와 기분에 나 스스로가 무섭다."
851,우울증증상이 하루를 거르지 않고 찾아와서 소 크리피 언해피 언포츄널리
852,우울증완치됨
853,"@ewweww_00
 님에게 보내는 답글"
854,무슨 시발 엠샬 활동 얘기보다 술마약담배우울증 설명란이 더 자세하고 길어;;
855,"#우울계_트친소 #자해계_트친소 #우울증 #자해계 #우울계 #자해
06
뼈레즈
힘들땐 술담을 합니다
자해사진 올려요
자살시도 두번함
약물 치료중
리트윗 해주세요 선배림들"
856,자해/우울증 이력 있어서 공군 disqualify 된다는대 어캄
857,"#프아_트친소
#프로아나_트친소
성인
뉴비X 같은 닉&아이디였고 반년넘게 있다가 2월인가 계폭함 정병탈출 못해서 돌아옴
2주 물금식했다가 뒈지기 직전까지가서 초절식 중

ㅆㅂ/ㅁㅌ 안하려 노력 중
섭장O 우울증O
섭장탈출하고 싶은데 살찌기는 싫고 아프기 싫은데 마르고는 싶음
남자ㅗ 비만혐오ㅗ"
858,아마 우울증 + 불안증 + 아무도 모르지만 분명 뭔가 있는 미스테리의 정병 땜에 이 지경이지만... 자살방지 약 빼곤 아무 약도 안 듣는다... 불안증 약도 3-4번이나 바꿔봤지만 효과 없고...
859,"우울증약을 어제 까먹고 하루 안 먹었더니 증상이 일어나서 미쳐버릴 것 같다
그 와중에 콘서타는 그다지 지속적이지 않고 증량해야될 것 같다"
860,"사람들이 말하는 바쁘게 지내라, 운동해라, 햇볕을 쬐라 등은, 우울과 불안이 어느 정도 나아진 후에나 가능한 일이다. 우울증이 심할 땐, 아무것도 소용없다."
861,정말로 그 주간동안 나는 비건이었음 비건우울증에 시달림 존나
862,"@myJellyRoyal
 님에게 보내는 답글"
863,"씨발... 온세상이 우울증약 회사에서 사주받은 것 같다...

날 왜 이렇게 괴롭혀"
864,"하...

서민 단국대 의대 교수 등 1618명은 “조 전 장관의 숱한 거짓말과 불법행위 등으로 우울증·탈모·불면증·울화병·자살충돌·대인기피·분노조절 장애를 앓고 있다”며 1인당 100만원씩 총 16억 1800만원의 손해배상을 요구하는 소송을 11일 서울중앙지법에 제기했다."
865,서민 씨발 니 면상보고 홧병 우울증왔다 소송하까? 말이 되는 소릴 지껄여야지
866,"내가 미사키에게 의지해서 우울증이 치료되었을 때, 난 미사키를 위해 살기로 결심했다.
하지만 1년간의 고베생활로 나는 다시 망가졌고, 이번엔 미사키도 우울증에 걸렸다. 나는 내 마음의 빚을 갚으려 온전히 미사키의 정신적 버팀목이 될 수 있도록 연기하고 있다."
867,"@yeon_0u0v
 님에게 보내는 답글"
868,"AZ 백신 맞은 원주시 F씨 2년만에 숨져

지난 2021년 7월 백신을 맞은 F씨는 병원에서 우울증 진단을 받고 투병해왔다.
원주시 관계자는 ""질병관리청이 백신 접종과 자살의 연관성에 대해 조사한 결과 인과관계가 없는 것으로 나왔다""고 말했다."
869,"몰겠당 히히
미쨩 우울증 나으면 몇달 있다 자살할거야"
870,"@Delphi_u
 님에게 보내는 답글"
871,"나는 Vincenzo를보고, 나는 그들이 어머니를 죽인 장을 위해 갈거야, 나는 우울증에있을거야"
872,"아니 우울증책인데 겁나 갑자기 그것은 진실인가? 그것은 진리에 가까운것인가? 라고 묻네 연금술책인줄ㅋㅋㅋ
저번에 독약책 읽을때도 뜬금없이 호엔하임이 주구장창 튀어나와서 깜짝놀랐구만 고도로 발달한 심리학은 연금술과 구분할수없당"
873,"@giantsloose
 님에게 보내는 답글"
874,"내 인생의 변환점도 이 때였다. 난 아주는 아니어도 반에서 상위권은 하는 성적, 무난한 친구관계를 유지했고 동네사람들과 빠르게 친해지는 아이였다. 이 뒤로 심한 우울증을 겪으며 매우 어두워졌고 공격적이게 되었다.  게다가 기존에 만든 친구도 없는 새 학교로 전학을 가며"
875,엄마 갱년기는 병이라며 그렇게 말하는 사람이 왜 우울증으로 힘들어하는 꼴은 못 보는거야
876,우울증 시즌nn번째
877,"인생이란 게 원래 좆같은 시츄의 연속이고 앞으로 살면서 어떤 형태로든 이런  좆같음을 겪게 될 거라는 거 생각하면 우울증 도질 거 같음...ㅜ-^ 
이걸 이겨내야 멋진 사람이 되는 거겠죠 하지만 어른들도 힘들어하는 일이잖아"
878,돗포같은캐 은근흔할줄알앗는ㄷㅔ 그렇지만도않은듯 저 은근한 우울증은 아무나표현못해
879,"정신과 가면 보통 mmpi2랑 문장완성검사만 받는데 이것만으로도 충분히 우울증 진단이 나오나요?
종합심리평가를 받아아 더 정확한 진단이 가능한가요...?"
880,"나도 어릴때보단 많이 떨어졌어.,..,.,. 책 안읽은 것도 있긴 한데 기본적으로 우울증땜에 머리가 망가진듯 이상한 단어 써놓고 파악을 못해서 나중에야 발견함 ㅅㅂ"
881,"@NehalNagy10
 님에게 보내는 답글"
882,"하나 더 있어요
우울장애 (우울증)
죽도록 힘들다는데 인정을 안 함
살기는 커녕 죽을 행동을 할 힘도 없는 걸 모르고
농땡이 취급하니 환장하겠다고......
심하면 진단서를 떼와도 의지 문제라고 잡고 늘어짐"
883,"@joongangilbo
 님에게 보내는 답글"
884,"@HbCHt8B8IrYvA5b
 님에게 보내는 답글"
885,얘네는 조국때문에 우울증 왔다고 어떤애들은 아스트라제네카때문에 발기가 안된다고 그러고 어휴 참
886,"■민주당 정신차려
.
■서민 단국대 교수 등,
손해배상 소송 제기
“조 전 장관의 숱한 거짓말과
불법행위 등으로 우울증·탈모·불면증·울화병·자살충돌·대인기피·분노조절 장애를 앓고 있다”
■국민의 힘 소속 김소연 변호사가
조 전 장관을 상대로 집단 소송 참여자 모집"
887,니들이 안그래도 나 중단계 우울증이라고오
888,ㅇㄴ그러고보면 저때쯤이면 ㄴㄴㅍㅇㅌㅅ도 노인네잖아 영원한 젊음(이라기보다는 동체)을 누리는 칼레이도를 보면서 신경통약에 우울증약이나 말아달라는 니나(음주중임)
889,"@7lalfbLBEPKMCyz
 님에게 보내는 답글"
890,"@joongangilbo
 님에게 보내는 답글"
891,난 내가 우울증 아니라고 생각햇는데 맞을지도..???
892,"""서민 단국대 의대 교수 등 1618명은 “조 전 장관의 숱한 거짓말과 불법행위 등으로 우울증·탈모·불면증·울화병·자살충돌·대인기피·분노조절 장애를 앓고 있다”며 1인당 100만원씩 총 16억 1800만원의 손해배상을 요구하는 소송을 11일 서울중앙지법에 제기했다.""

대단하네... "
893,"경제적 기반이 확실하고 고학력 여성의 경우 폐경 이후 우울증을 덜 느낀다거나, 폐경을 일종의 질환이나 장애가 아니라 자연스러운 노화의 한 과정으로 받아들이는 문화권일수록 폐경 증상을 덜 느낀다는 보고도 있었으니 말이죠."
894,우울증없이 살고시퍼
895,맞아.. adhd랑 우울증 진짜 개힘들어요
896,아니 근데 신청려 개미친놈이 리셋하면 박문대 진짜 우울증걸릴듯. 박문대가 지금까지 테스타 자질구레한 사건들 다 해결했는데 이게 해결될걸 알면서도 감정소모 장난아닐거아니야
897,"""조 전 장관의 거짓말과 불법행위로 우울증·분노조절 장애를 앓고 있다"""
898,"신경과, 정신과 검사도 받고 부정맥약, 자율신경조절제, 항우울증약 등을 처방받아 운동 전후 복용해 봤으나 운동할 때마다 약들이 심박수를 다운시키니 너무 힘들고 무기력해져서 이러면서까지 굳이 운동을 해야하나 싶어 고중량 웨이트도 포기하고 가볍게 컨디셔닝만 찔끔찔끔 오년째"
899,"@bast1974
 님에게 보내는 답글"
900,"근데 내 생각에는 
유료화안됐어도 유중혁은 평생 우울증걸려서 살았을 것 같애
나에 대한 고찰이... 사람한테 얼마나 허무함을 주는데 
물론 그렇지만 인간다운거겠죠? 난 유중혁이 1863회차까지도 기억의 늪에서 못 빠져나왔던 것, 그러니까 과거에 대한 애정을 가졌단 것과 이때까지도 아직"
901,"<- 초중학생때 아무리 우울증인거 같다고 병원가고싶다고 해도 부모가 안들어줘서 망한 사람

성인되고 갔지만 이미 그땐 근 십년을 우울증 달고 산 뒤라 되려 치료가 무섭더라 내가 더 이상 나로 존재하지 않을거 같다는 생각에"
902,"@40_IGHStella
 님에게 보내는 답글"
903,이러다 진짜 우울증 올듯
904,우울증이 심해서... 뭐라도 하지 않으면 무기력해지고 탈력감이 심해요. 그래서 빈 날을 두지 못하고 자꾸 약속을 잡고 마감을 만들고 강의를 듣거나 아무튼 뭐라도 해보려고 발악하는 편입니다. 빈 날은 아마 계속 오지 않을 것 같아요. 뭐라도 채워두지 않으면 견딜수가 없어요.
905,뭐지 우울증 약 부작용이 원래 이래요? 피가 줄줄 나는데
906,"06 infp 여
우울증 불안장애 조울증 애정결핍
자해O 술담O 전시X
같이 이겨내봐요."
907,"신인배우 지망생인 지인의 경우에는
여성일 경우 애로물은 포기하라고 말해준다.
만약에 애로씬이 있을 경우에도
출연하지 말라고 말해준다.
하지만, 10년 이상차가 되었을 때에는
그러한 스스로의 규제를
이제는 버려도 된다고 말해준다.
그 이유를 물으면 자괴감을 동반한 우울증
염려 때문임을..."
908,그런거였어?? 난 우울증 환자나 뭐 그런.. 정신질환 혐오 워딩인줄 알았는데;;
909,"자기혐오 너무 심하고 뭐 뭐 해야지 해놓고
막상 하는게 없음 우울증 약 먹어야되나싶네"
910,"나도 ㅠㅠㅠ  똑같은 상태.. 힘들다 ㅠㅠ 
 
아직 울진 않지만 진짜 우울증 걸릴거 같음.."
911,"12시간 내리 잤더니 좀 좋아지긴 했는데
식욕이 날뛰는거 보니까 우울증 온듯"
912,"汉语
 번역: 오늘 할 일이 많다. 우선, 이번주 토요일에 시험이 있어서 준비를 해야한다. 시험이 좀 어렵다고 생각이 들지만, 솔직히 말하면, 내가 준비만 잘한다면 통과할 것이다. 그런데 요즘 우울증이 심해져서, 공부를 할지 모르겠다.
#langtwt"
913,"금요일
-평일임
-저녁 지나야 쉴 수 있음
-근데 왠지 기분 좋음

일요일
-주말임
-하루종일 쉴 수 있음
-우울증 걸릴 거 같음"
914,"병원 가서 정말 우울증 아니라고 하면 그때는 또 어케하지
이대로 변화지 않고 개쓰레기처럼 살게 되나...하 진짜 싫다"
915,우울증 수치가 너무 높게 나오는데 어쩌지ㅜ
916,"@Vanyong1
 님에게 보내는 답글"
917,"우울증이랑 조울증은 몰라도
 회피성 인격장애랑 의존성 성격 장애는 확실이 있는듯
이거 두개는 어케 치료해 이것도 약물 치료로 가능한건가?"
918,김웨인 내 캐해는 1에서 우울증공황장애데스메탈 19금요소 다 가진 쓰레기였는데 지금은 뭐 시스콤 폼생폼사남임. ㅎㅎ 2에서 예의바른 웨인 보니까 기비죽이고 많이 유해졌구나 싶고.. 예의바른 웨인 적응안됌.. 원래 웨인은 양키보이라구요
919,아니 아까까지 만해도 진짜로 나 우율증인가 하면서 그냥 눈물 났는데 지금은 진짜 괜찮아 졌어...그래서 더 헷갈려 내가 그냥 게으른건지..조울증인지 우울증인지..
920,"지금도 자야하는데 안자는 내가 싫은데 우울증인가...아님 다른 무슨 정신병인가.. 사실 요즘 못자는건지 안자는건지 모르겠는데 밤에 안자고 만약 한번 잠들면 일어나기 싫어서 계속 자는데...만약 정병이면 조울증일지도...아까까지 만해도 왜이렇게 살지 했는데
지금은 또 괜찮네..."
921,"우울증이 아니면 나 자신한테 너무 혐오스러운 것 같고
우울증이면 치료끝나고 우울증 때문에 안하고있던 것들이 두려워....."
922,너라도 살아 < 이거 싫어함 같이 죽는게 낫다는 생각 심지어 본인은 죽음에 낭만이라든지 우울증 없는 사람인데도
923,대체적인 답변은 수긍할 수 있지만 이걸 근거로 사회적 불리함 때문에 여성이 우울증을 겪을 확률이 높다라고 말씀하신 건 좀 의아하네. 질답으로만 정리하기에는 우울의 기준이 자살시도와 이어질 게 아니라 음.. 진료 기준도 명확한 기준이 되지는 않을 거 같네. 그러나 단순 통계로는
924,정상인 사람은 죽는 다는 생각을 안한다는 글이 엄청 뒤통수였는데 그 글보고 나서 죽겠다는 생각을 무의적으로도 안하게 노력은 해서 지금은 죽고싶다라는 생각은 안들긴하는데....이정도면 그냥 정말 게을러서 아닐까...근데 만약 진짜로 우울증이라고 해도 우울증 치료하고 나면 어케 해야 하지..
925,"내 인생을 긍정적으로 바라보고 내일을 기대하는 마음을 갖게 되었다는 점에서 내 최고의 공부였다고 할 수 있음 요래서 미술치료하나? 아무튼 .. 저는 돌아보면 그림 통해서 자가치료했나보다 싶어요

대학에서 뭘배웠읍니까 : 우울증 치료했어용 ~"
926,"그 뭐냐 병원갔는데 우울증 아니라고 원래 내가 이런거면 어케하지 라는 생각하면 병원가보라는데..그냥 정말 해야할것을 안해서 스트레스 받는거면 어케하지..내가 그냥 게을러 그러는거면..역시 병원을 가봐야 하나..
근데 정말 그냥 내가 게으른거면...진짜 나 자신을 개혐오 할거 같은데.."
927,우울해서 우울증 자가진단 테스트 하는데 심한 우울증이래... 그래서 다른 테스트도 하는데 중증도나오고 일반인 수준도 나오고.....뭐라는? 그냥 해야 할 일을 안해서 스트레스 받는건지 정말 우울증인건지...병원을 가봐야 알겠지만 만약 우울증 아니면 인간페기물인가....
928,"#우울계_트친소 
#자해계_트친소 
07년생
남자
우울계 일상계 자해계
애인
 (좋아하는 사람있음!)
이성애자
우울증 공황장애
집착이 조금 심해요
다른사람말 듣기론 얀데레 같다던데?
지뢰는 없어요!
그냥 착하고 좋은사람들이랑 트친하고 싶어요
잘 부탁 드릴게요!"
929,최근에 잠깐이나마 우울증 나아지고 행복했던 때가 있었는데 이게 이렇게 쉽게 무너지는 거구나
930,"그래서 다음 한달치 받은 약은 그냥 한번에 털어먹고 다음부터 안 먹었다.

그리고 지금에서야 말할 수 있는건데
우울증은 내가 낫고싶다고 힘내지 않으면 절대 안낫는다. 마음의 감기라는 말은 너를 안심시키고 나을 수 있다는 메세지를 주는거지, 약만먹고 계속 죽고싶다고 생각하면 진짜 안낫는다"
931,"작가님이
우울증에 대한 심리 묘사를 너무 잘하심...
문장하나하나가..."
932,우울증이라는 게 참 그렇다. 보통 당사자의 잘잘못과는 관계 없이 생기는 병인데 스스로 이겨내지 못하면 아무도 도울 수가 없다. 약을 복용해도 복용하다 말면 원상태고 상담을 아무리 받아도 선생님이 대신 살아 주시지 않는다. 분명 불공평하고 불행한데 왜 하필 내가 이렇냐고 따지거나 불행을
933,우울증걸려 디지겟가
934,아~ 나 그냥 우울증 약 다시먹어야겟어
935,우울증 심한거같다고 생각은하지만 병원은 무서워서 못가겟어
936,우울감이 수도없이 튀어나와서 우울증인가도 싶음 <- 우울증 같으면 씨발 정신병원을 가세요 방구석에서 엠비티아이 검사지보면서 '하ㅜㅜ 나는 엠비티아이가 인프피라서 원래 이런가보다 어쩔수 없나보다ㅜㅜ' 청승떨지 말고;; 엠비티아이 이거 솔직히 심리학쪽에서는 공신력취급해주지도 않고
937,사유: 구독할 건덕지가 없음...진짜 없음 당연 계폭만 3번인가 시도했었음 우울증와서 한참 접속 안하다 들어가서 로보토미 이야기만 했었음
938,"애초에 우울증 있다는 사실 자체를 믿질 않음..
너가 뭐가 힘드냐부터 기타 등등..그냥 한숨만 나옴..결국 그냥 넘기고 상담도 못받고"
939,보통 학교에 우울증으로 심리치료?같은거 상담해주는거 있어요?
940,근데 이랬는데 막상 내가 우울증이 아니라고 하면 어쩌지….?그냥 내 자체가 이상한거면….? 나 우울증 같아….?
941,최근에 우울증이 심한관계로 좀 blue한 트윗이 올라옵니다.
942,2016년으로 돌아가고싶다 .. 우울증이든 뭐든 아무것도 없을때로 젤 행복했어
943,"#프아계트친소 #프아계_트친소
우울증으로 인한 폭식증때문에 살빼려고 프아계팠어요 우울틧은 없을예정입니다"
944,"ㅖ 자해하고 비타치피고 아주 별의 별걸 다하는 05년생 K-여고생입니다
자해 전시는 안하니까 맘놓고 오시고, 선디엠 아주 좋아하는데 말은 없어요 양해쩜요...... 
우울증/ADHD약 복용중이에요오옹 엠비티아이 INTP구용
잘부탁드려요 예...."
945,나 우울증 온거 같음
946,우울증이없엇던 삶이 기억도앙ㄴ남
947,"4. 아파트 베란다 추락 턱 과다출혈.

어머니가 우울증 앓으셔서 산후우울증.. 옆에서 수퍼맨 한답시고 안방에서 창문틀에서 뛰다가 착지 타이밍 놓치는 바람에.. 

턱으로 직격 낙하.. 그리고 피 흘리면서 병원행..."
948,"우울증 심해지면 어떻게 할까
자해는 안하기로 해서 ....."
949,"@Ming_ovoS2
 님에게 보내는 답글"
950,"기말 시험 기간 전까지 안 들어올 예정
체력도 체력이고 이러다 우울증 걸릴 것 같아서 멘탈이랑 몸 건강 챙겨서 돌아올게요 트친분들도 부디 건강 잘 챙기세요."
951,"감 :흑흑흑시발외로워...선인이 인간이어쩌구...->
류 :항마대성아 감우 또 우울증걸림->
소 :.....(멘탈케어중) 아직 미숙하구나 네가 1인분할때까진 도와줄게"
952,우울증이 오고 살이 찐 내가 너무 싫고 못나보였다. 그래서 세상에서 제일 예쁘고 건강한 모습으로 아빠랑 웨딩사진이 찍고 싶었다. 약간 기가 빠지고 갈피를 잃는 느낌이 들고... 나는 공시생인데 우울해서 공부도 잘 못하고 있다.
